player,role,hero,hero.role,cfp,time_in_sec,rating,winrate,tierate,lossrate,fwin,ftie,floss,ptk,ptk_comp_to_avg,kills_per_10,kills_per_10_comp_to_avg,deaths_per_10,deaths_per_10_comp_to_avg,ults_per_10,ults_per_10_comp_to_avg,ttcu,ttcu_comp_to_avg,kpu,kpu_comp_to_avg,ult_eff,ult_eff_comp_to_avg,fights_fought,first_kills,first_kills_comp_to_avg,first_deaths,first_deaths_comp_to_avg,hsk,hsk_comp_to_avg,ult_kills,ult_kills_comp_to_avg,ttcfu,ttcfu_comp_to_avg,tuh,tuh_comp_to_avg,uoof,uoof_comp_to_avg,simple_model_role,pred_ri_role,pred_rs_role,pred_rsi_role,simple_model,pred_ri,pred_rs,pred_rsi
dhaK,Support,Ana,Support,112,1490,932,0.32,0,0.68,0.393,0.107,0.5,0.018,-0.68,0.4,-0.78,5.64,0.02,5.23,0.27,74,-0.15,0,0,-25,-4.38,28,0,0,0.071,-0.16,0,0,0,0,78,-0.08,21,-0.29,0.333,5.17,908.9360748153022,979.1355788914975,964.6860598159312,970.1108631349434,908.9360748153022,1034.6498969280037,983.5365813576902,1054.8227847442538
xQc,tank,Winston,Tank,123,5189,953,0.36,0.16,0.48,0.423,0.029,0.548,0.146,-0.18,5.32,-0.13,7.4,0.19,4.05,0.23,97,-0.11,0,0,7.7,0.28,104,0.067,-0.17,0.058,-0.41,0,0,0,0,101,-0.1,20,-0.33,0.059,-0.31,935.3353144902428,894.960117753911,901.1523814528944,898.6849461106134,935.3353144902428,880.6302896197394,900.4080171060763,871.4603018608814
xQc,tank,Reinhardt,Tank,82,1119,1343,0.55,0.25,0.2,0.609,0.043,0.348,0.195,0.17,8.04,0.44,5.36,-0.2,5.36,0.55,75,-0.23,0,0,24.8,2.1,23,0.13,0.51,0.043,-0.66,0,0,0,0,89,-0.15,27,-0.23,0,0,1099.010600474875,1072.1736400916893,1065.5913708867336,1067.4539929375726,1099.010600474875,1111.38788740249,1119.3617298092743,1131.2049451386226
Striker,dps,Tracer,Offense,151,34976,972,0.49,0,0.51,0.485,0.048,0.467,0.243,-0.04,9.21,0.04,5.22,-0.1,5.7,0.08,79,0.12,0,0,6.4,0.23,687,0.108,-0.18,0.055,-0.36,0,0,0,0,79,0.02,23,-0.04,0.039,-0.51,989.8937431517869,990.7414208785498,991.9126889829506,991.556725797003,989.8937431517869,955.2706143075153,969.2733592070947,967.5529938645296
Striker,tank,Widowmaker,Defense,42,1058,728,0.71,0,0.29,0.593,0,0.407,0.197,-0.23,6.81,-0.24,9.07,0.53,5.1,0.2,90,0.11,0,0,-9.3,-2.31,27,0.111,-0.42,0.074,-0.36,0,0,0,0,81,-0.02,0,-1,0.111,-0.62,1084.9310059815734,1014.844135873051,1004.7238583815681,1007.2985643071364,1084.9310059815734,1025.7791927781109,1013.3024530280704,1014.952103703084
Woohyal,flex,D.Va,Tank,148,10176,1129,0.68,0,0.32,0.488,0.047,0.464,0.178,-0.01,6.37,0.05,3.36,-0.27,0,-1,NaN,NaN,NaN,NaN,NaN,NaN,211,0.057,-0.24,0.047,0.38,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,992.533667119281,956.8895744848552,958.6176196959027,957.663376453368,992.533667119281,1005.6935831432119,1012.7381598940606,1010.6236830776697
Woohyal,flex,Roadhog,Tank,90,1018,1102,0.44,0,0.56,0.474,0.105,0.421,0.29,0.22,10.61,0.34,5.3,-0.08,1.77,-0.41,111,0.02,0,0,-47.4,-11.77,19,0.158,0.07,0.053,-0.4,0,0,0,0,111,-0.02,48,0.64,0,0,980.214021937642,943.5509222658826,946.2404914589472,944.9603299180054,980.214021937642,979.5146476541216,976.1889636049452,983.6368526468283
Boink,Support,Lucio,Support,134,6047,928,0.64,0,0.36,0.441,0.039,0.52,0.092,0.31,2.68,0.11,6.15,0.13,2.68,-0.08,130,0.09,0,0,13,0.86,127,0.024,-0.08,0.047,-0.29,0,0,0,0,133,0.1,23,-0.23,0.111,0.85,951.1748582952073,1024.8681007851178,1018.1211458906511,1021.0662558318179,951.1748582952073,978.9861517073498,974.5579213268652,980.1544482382646
Boink,Support,Mercy,Support,73,4893,1190,0.44,0,0.56,0.465,0.04,0.495,0.007,-0.08,0.25,-0.05,4.05,-0.19,3.92,0.05,91,-0.05,0,0,3.5,-0.22,101,0,0,0.03,-0.53,0,0,0,0,80,-0.11,20,-0.33,0.031,-0.52,972.2942500351598,1047.734361731928,1044.838688928011,1046.5439521802552,972.2942500351598,1026.3889338655904,1023.5991720215625,1026.0714170909769
JAKE,dps,Genji,Offense,111,2238,1036,0.93,0,0.07,0.563,0.021,0.417,0.227,-0.08,9.12,0.05,8.04,0.32,5.09,0.39,88,-0.07,0,0,21.5,0.9,48,0.083,-0.37,0.167,0.82,0,0,0,0,99,0.03,16,-0.5,0.053,0.43,1058.5317663066326,1065.0567689556826,1066.652191909745,1066.2341395383855,1058.5317663066326,1124.4174367470132,1132.6875093915032,1116.2835420426247
JAKE,dps,Junkrat,Defense,26,18615,1031,0.77,0,0.23,0.612,0.047,0.341,0.301,0.03,11.76,0.13,6.9,0.06,5.29,0.14,80,-0.01,0,0,6.3,-0.09,384,0.268,0.35,0.094,-0.12,0,0,0,0,79,-0.05,14,-0.23,0.173,0.36,1101.650524442369,1032.9465924559427,1020.0243874713583,1023.5057516362394,1101.650524442369,1060.9745445675426,1056.9356710863253,1059.2151790441778
JAKE,dps,Pharah,Offense,70,3417,719,0.51,0,0.49,0.382,0.053,0.566,0.294,0.02,9.13,-0.1,8.6,0.39,4.21,0.17,80,-0.13,0,0,-3.2,-1.27,76,0.132,-0.19,0.197,1.35,0,0,0,0,82,-0.13,23,-0.27,0.083,0.48,899.2563536011572,892.6070509818229,893.2182171693627,892.9442435487667,899.2563536011572,877.7764705923839,875.3232523873862,904.3254270298705
JAKE,dps,Tracer,Offense,151,7934,753,0.58,0,0.42,0.433,0.024,0.543,0.213,-0.16,7.34,-0.17,7.11,0.23,5.29,0,80,0.13,0,0,4.5,-0.13,164,0.11,-0.16,0.14,0.63,0,0,0,0,75,-0.03,16,-0.35,0.143,0.81,944.1350610485564,941.1978554937945,942.0863536984207,941.7717833027478,944.1350610485564,904.3412213314176,921.016102875667,899.8575779404707
JAKE,dps,Soldier: 76,Offense,148,3616,1160,0.66,0,0.34,0.448,0.045,0.507,0.262,0.11,9.62,0.22,6.31,0.09,4.31,0.22,80,-0.18,0,0,23.4,2.16,67,0.149,0.26,0.06,-0.36,0,0,0,0,82,-0.15,17,-0.47,0.077,0.38,957.3346808860267,955.4892685855508,956.4593350304966,956.1328244068599,957.3346808860267,947.2427928401206,955.0379311735644,943.7957498155906
CWoosH,Flex,Winston,Tank,123,29484,790,0.22,0.03,0.75,0.389,0.062,0.549,0.135,-0.24,4.19,-0.32,7.71,0.24,3.7,0.12,111,0.02,0,0,3.5,-0.42,594,0.059,-0.27,0.094,-0.04,0,0,0,0,109,-0.03,19,-0.38,0.028,-0.67,905.4161761919768,862.5662480792633,871.0936414488592,867.8346902390188,905.4161761919768,847.3303019045986,869.7657079557471,826.0571475130445
CWoosH,flex,Orisa,Tank,18,4640,925,0.18,0.07,0.75,0.545,0.02,0.436,0.057,-0.38,1.94,-0.41,5.56,-0.06,2.07,-0.22,126,0.05,0,0,-1.1,-1.17,101,0.01,-0.77,0.02,-0.71,0,0,0,0,130,0.03,19,-0.01,0.063,-0.39,1042.6922225016683,1011.1969442335293,1009.0102132320793,1009.3829230616299,1042.6922225016683,916.2066789994385,921.2614565684577,918.747296591126
CWoosH,flex,Reinhardt,Tank,82,1801,718,0.13,0,0.87,0.27,0.108,0.622,0.135,-0.19,3.33,-0.4,9.33,0.39,4,0.15,99,0.02,0,0,15.8,0.98,37,0.081,-0.06,0.135,0.08,0,0,0,0,90,-0.14,26,-0.25,0.273,5.2,800.6991921480454,749.1877042179964,765.8880514347364,759.8587946884373,800.6991921480454,779.367421654469,785.2713358245925,749.720003458779
Logix,dps,Tracer,Offense,151,24639,809,0.17,0.02,0.8,0.374,0.059,0.568,0.263,0.04,8.18,-0.08,6.94,0.2,5.92,0.12,78,0.1,0,0,5.8,0.12,495,0.099,-0.24,0.099,0.15,0,0,0,0,80,0.04,15,-0.4,0.057,-0.28,892.2165563545063,884.9849639995529,885.552627125589,885.2850216265736,892.2165563545063,846.5559485316145,866.2626774227009,823.0493175650964
Logix,dps,Soldier: 76,Offense,148,2834,783,0.64,0,0.36,0.441,0.085,0.475,0.246,0.04,6.77,-0.14,8.26,0.42,3.6,0.02,97,0.01,0,0,-4.1,-1.55,59,0.119,0.01,0.136,0.45,0,0,0,0,80,-0.17,27,-0.15,0,0,951.1748582952073,948.8199424760645,949.7519437421946,949.4310052249409,951.1748582952073,940.3869130164151,948.2276766474229,935.7225971421537
Logix,dps,Mccree,Offense,67,4485,870,0.13,0,0.87,0.411,0.053,0.537,0.303,0.13,9.9,0.05,8.56,0.27,4.95,0.3,78,0.02,0,0,6.9,-0.32,95,0.137,-0.14,0.147,0.23,0,0,0,0,82,0.01,26,-0.09,0.171,0.34,924.7756186202665,920.2371162925518,921.0059810780427,920.7089230167168,924.7756186202665,905.4484172011507,910.5505545125089,902.5898024464442
Logix,tank,Widowmaker,Offense,42,3427,1055,0.26,0.14,0.6,0.603,0.055,0.342,0.283,0.11,9.1,0.02,5.43,-0.09,3.68,-0.13,79,-0.02,0,0,0.8,-0.89,73,0.247,0.29,0.082,-0.29,0,0,0,0,84,0.02,1,-0.91,0.143,-0.51,1093.730752539887,1103.1672038670329,1104.980142128614,1104.5302491493512,1093.730752539887,1035.5733068119757,1021.635013087557,1023.4985868682736
Xushu,off tank,D.Va,Tank,148,11289,725,0.24,0,0.76,0.338,0.051,0.612,0.181,0.01,5.05,-0.17,5.79,0.26,0,-1,NaN,NaN,NaN,NaN,NaN,NaN,237,0.055,-0.27,0.046,0.35,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,860.5374687445776,813.9754435672918,826.0055314428066,821.5593064316267,860.5374687445776,858.7818726352381,861.0302136665347,829.8566389238619
Xushu,off tank,Roadhog,Tank,90,1747,836,0.24,0,0.76,0.436,0.026,0.538,0.189,-0.21,5.84,-0.26,7.56,0.3,5.84,0.96,68,-0.37,0,0,-33.6,-8.64,39,0.077,-0.48,0.103,0.17,0,0,0,0,91,-0.2,15,-0.48,0.214,1.49,946.7749850160504,907.3460091000999,912.6454291014961,910.4806321791643,946.7749850160504,942.2970143254348,939.5512457991044,950.5003098734495
Xushu,tank,Winston,Tank,123,1822,419,0,0,1,0.171,0,0.829,0.139,-0.22,2.96,-0.52,9.22,0.49,3.62,0.1,121,0.11,0,0,-4.6,-1.77,35,0.029,-0.64,0.2,1.04,0,0,0,0,117,0.04,17,-0.44,0.091,0.07,713.5817012207411,654.8643778124045,678.364073187693,670.0301084740881,713.5817012207411,633.8186159663433,673.2944316389301,534.942804929855
Spree,Flex,Zarya,Tank,116,1536,1090,0.88,0,0.12,0.571,0.057,0.371,0.146,-0.16,5.47,-0.09,4.3,-0.23,3.52,0.26,98,-0.14,0,0,31.7,1.37,35,0.057,-0.19,0.029,-0.58,0,0,0,0,111,-0.05,18,-0.33,0,0,1065.5715635532833,1035.9687269259066,1031.9963085292825,1032.9742951987316,1065.5715635532833,1060.8308202749424,1044.9420151428044,1040.4533908377102
Verbo,Support,Mercy,Support,73,6562,1031,0.55,0,0.45,0.451,0.041,0.508,0,-1,0,-1,4.85,-0.03,3.38,-0.1,101,0.05,0,0,0.4,-0.91,122,0,0,0.074,0.16,NaN,NaN,NaN,NaN,91,0,42,0.4,0.081,0.25,959.9746048535208,1034.3957095129554,1029.253455489551,1031.6819626436668,959.9746048535208,1012.6771742181796,1008.4124076617888,1012.8431502415716
Verbo,Support,Lucio,Support,134,6401,1007,0.33,0.17,0.5,0.5,0.03,0.47,0.049,-0.3,1.59,-0.34,4.31,-0.21,3.37,0.16,104,-0.12,0,0,2.2,-0.69,132,0.015,-0.42,0.053,-0.2,0,0,0,0,113,-0.07,45,0.52,0.257,3.28,1003.0933629892572,1081.0809922793594,1083.8017725241607,1083.6989260217263,1003.0933629892572,1036.7714245071527,1035.4812784918424,1034.1768227897958
Pine,flex,Mccree,Offense,67,4425,1223,0.85,0.03,0.13,0.616,0.058,0.326,0.301,0.12,12.47,0.32,6.37,-0.06,4.47,0.18,72,-0.05,0,0,12.4,0.23,86,0.186,0.16,0.14,0.17,0,0,0,0,69,-0.15,33,0.16,0.067,-0.48,1105.1704230656946,1115.553095213222,1117.4367259497467,1116.976484772915,1105.1704230656946,1106.2277548953816,1105.7588931194673,1112.9010141821234
Pine,Flex,Widowmaker,Defense,42,6340,981,0.74,0.06,0.2,0.612,0.062,0.326,0.266,0.04,10.6,0.18,6.81,0.15,5.11,0.2,82,0.01,0,0,12.1,0.7,129,0.233,0.21,0.124,0.08,0,0,0,0,85,0.04,8,-0.07,0.269,-0.08,1101.650524442369,1032.9465924559427,1020.0243874713583,1023.5057516362394,1101.650524442369,1044.3880094424542,1029.1343171410952,1031.1904217169445
Pine,Flex,Tracer,Offense,151,3820,1178,0.8,0.15,0.05,0.623,0.052,0.325,0.26,0.03,11.62,0.31,4.87,-0.16,5.34,0.01,72,0.02,0,0,1.7,-0.67,77,0.143,0.09,0.13,0.51,0,0,0,0,80,0.04,16,-0.34,0.1,0.27,1111.3302456565139,1122.222421322708,1124.1441172380487,1123.678303954834,1111.3302456565139,1090.4293879748511,1097.3406933174222,1147.2062130476088
Pine,Flex,Junkrat,Defense,26,914,748,0.11,0,0.89,0.455,0.045,0.5,0.268,-0.08,7.22,-0.31,9.19,0.42,3.28,-0.29,97,0.21,0,0,-5.5,-1.8,22,0.273,0.38,0.136,0.27,0,0,0,0,99,0.18,25,0.31,0,0,963.4945034768461,883.3631354288929,893.5936997294064,889.5832037062827,963.4945034768461,907.2069542358633,918.9824314703563,911.9237111401958
Pine,Flex,Genji,Offense,111,1560,950,0.32,0,0.68,0.563,0,0.438,0.211,-0.15,6.15,-0.29,6.92,0.14,3.85,0.05,98,0.03,0,0,10.4,-0.08,32,0.156,0.19,0.063,-0.32,0,0,0,0,82,-0.14,43,0.35,0,0,1058.5317663066326,1065.0567689556826,1066.652191909745,1066.2341395383855,1058.5317663066326,1124.4174367470132,1132.6875093915032,1116.2835420426247
babybay,dps,Mccree,Offense,67,5407,1010,0.43,0.08,0.5,0.462,0.034,0.504,0.361,0.35,12.43,0.32,8.43,0.25,5.1,0.34,69,-0.09,0,0,-13.8,-2.37,117,0.188,0.18,0.137,0.14,0,0,0,0,65,-0.2,30,0.03,0.136,0.06,969.6543260676658,968.8279208045234,969.8741176071009,969.5364627706978,969.6543260676658,955.3983987738619,959.114580214728,954.9111282928816
babybay,dps,Genji,Offense,111,5988,943,0.28,0,0.72,0.298,0.066,0.636,0.243,-0.02,7.52,-0.13,9.02,0.48,3.81,0.04,83,-0.13,0,0,14.4,0.27,121,0.116,-0.11,0.132,0.43,0,0,0,0,88,-0.08,26,-0.17,0.053,0.43,825.3384825113233,812.5751376679874,812.7295217097378,812.5224133657392,825.3384825113233,864.8734148495929,843.9147651799343,872.8672910988666
babybay,dps,Widowmaker,Defense,42,10188,917,0.38,0.04,0.58,0.482,0.064,0.454,0.278,0.09,9.07,0.01,7.24,0.22,5.12,0.21,76,-0.06,0,0,17.4,1.45,218,0.179,-0.07,0.119,0.03,0,0,0,0,81,-0.01,6,-0.24,0.279,-0.04,987.2538191842928,909.0876789940543,915.3365568570032,912.6144699107974,987.2538191842928,917.0645270022101,920.8110363677681,920.086140569479
babybay,dps,Pharah,Offense,70,5337,1053,0.36,0.17,0.47,0.468,0.037,0.495,0.328,0.14,11.69,0.15,6.07,-0.02,4.61,0.28,78,-0.14,0,0,6,-0.5,109,0.229,0.41,0.092,0.1,0,0,0,0,77,-0.18,15,-0.52,0.1,0.79,974.9341740026539,974.5444860412259,975.6233101399312,975.2808792123427,974.9341740026539,962.0058512836224,955.5017302310285,967.309617896626
babybay,dps,Soldier: 76,Offense,148,8370,1023,0.32,0,0.68,0.428,0.066,0.506,0.268,0.13,8.03,0.02,6.38,0.1,4.95,0.4,78,-0.19,0,0,2.7,-0.64,166,0.084,-0.29,0.163,0.73,0,0,0,0,74,-0.24,19,-0.4,0.088,0.57,939.7351877693995,936.4340511298757,937.2953599210621,936.9847696013771,939.7351877693995,927.6545647723907,935.5800610988744,920.7295993200568
babybay,dps,Tracer,Offense,151,1321,788,0.24,0,0.76,0.321,0.036,0.643,0.281,0.11,8.18,-0.08,7.72,0.33,5.45,0.03,72,0.01,0,0,17.9,2.44,28,0.179,0.37,0.107,0.24,0,0,0,0,78,0.01,7,-0.71,0.091,0.15,845.5778995954445,834.4886377420138,834.7680930855875,834.5426763920444,845.5778995954445,794.6471441521304,817.0773969310536,754.0520667194211
iRemiix,tank,Winston,Tank,123,25704,798,0.37,0,0.63,0.442,0.067,0.491,0.141,-0.2,4.81,-0.22,7.14,0.15,3.71,0.13,111,0.02,0,0,7.1,0.18,523,0.048,-0.41,0.12,0.22,0,0,0,0,119,0.05,21,-0.33,0.142,0.67,952.0548329510386,913.0625743368024,917.9499126316199,915.9247949800341,952.0548329510386,899.2391062840827,917.5316604547897,896.8326528199667
iRemiix,tank,Reinhardt,Tank,82,1244,859,0.32,0,0.68,0.367,0.033,0.6,0.207,0.25,5.79,0.04,8.2,0.22,3.38,-0.03,100,0.03,0,0,13.3,0.66,30,0,0,0.267,1.14,0,0,0,0,105,0,34,-0.05,0,0,886.0567337636869,841.6055088780207,851.6438685050719,847.8727599691634,886.0567337636869,874.3703277829587,880.866522303985,858.8764616975543
iRemiix,tank,Orisa,Tank,18,2428,793,0.21,0,0.79,0.54,0.02,0.44,0.04,-0.56,1.24,-0.62,5.93,0,1.73,-0.35,155,0.3,0,0,-20.7,-4.14,50,0.06,0.4,0.08,0.14,0,0,0,0,154,0.21,13,-0.29,0.143,0.38,1038.2923492225116,1006.4331398696105,1004.5898102903094,1004.8461207275718,1038.2923492225116,911.3096219825061,917.5726509256326,914.6958472356407
Kariv,Support,Mercy,Support,73,16888,1068,0.57,0.2,0.23,0.515,0.056,0.429,0.015,1.01,0.57,1.19,4.33,-0.13,3.69,-0.01,100,0.04,0,0,11.7,1.6,338,0,0,0.062,-0.03,0,0,0,0,88,-0.03,31,0.04,0.029,-0.55,1016.2929828267276,1095.3724053711157,1100.5002369225106,1099.6224862394995,1016.2929828267276,1075.359504034915,1077.837616163611,1073.3152272674247
Kariv,Support,Lucio,Support,134,1752,1064,0.69,0,0.31,0.333,0.051,0.615,0.111,0.58,3.08,0.28,5.14,-0.05,3.42,0.18,110,-0.08,0,0,0,0,39,0,0,0.077,0.17,0,0,0,0,106,-0.13,13,-0.57,0.1,0.67,856.1375954654209,921.9699265244722,897.8922022225316,906.4166222638503,856.1375954654209,873.2097201416086,863.0371997367372,881.2660338049537
Kariv,dps,Widowmaker,Defense,42,1876,804,0.66,0,0.34,0.55,0.025,0.425,0.179,-0.3,7.68,-0.14,6.4,0.08,4.48,0.05,92,0.13,0,0,-13.3,-2.87,40,0.125,-0.35,0.1,-0.13,0,0,0,0,79,-0.03,6,-0.26,0.143,-0.51,1047.092095780825,973.8754183433497,970.0963451783583,970.619140351798,1047.092095780825,983.6645024324916,977.4724447722776,978.2022260927686
Kariv,Support,Zenyatta,Support,112,13340,1154,0.6,0,0.4,0.494,0.063,0.443,0.107,0.02,4.05,0.09,5.17,-0.17,3.73,0.09,104,0.03,0,0,1.9,-0.7,255,0.043,-0.22,0.051,-0.52,0,0,0,0,103,-0.03,34,0.13,0.025,-0.69,997.8135150542691,1075.3644270426569,1077.1223867648207,1077.329501934617,997.8135150542691,1038.7857320496296,1043.3416221191856,1043.1049237621805
Libero,dps,Junkrat,Defense,26,13887,952,0.66,0.02,0.32,0.603,0.051,0.346,0.283,-0.03,10.02,-0.04,5.7,-0.12,4.36,-0.06,89,0.11,0,0,-3.5,-1.51,272,0.165,-0.17,0.103,-0.04,0,0,0,0,88,0.05,20,0.07,0.162,0.28,1093.730752539887,1024.3717446008886,1012.7767684288261,1015.828662901401,1093.730752539887,1052.1598419370641,1049.0275235924162,1050.7717191006373
Libero,dps,Soldier: 76,Offense,148,3976,1232,0.53,0.13,0.33,0.595,0.054,0.351,0.239,0.01,10.56,0.34,4.98,-0.14,3.62,0.02,90,-0.07,0,0,10.5,0.42,74,0.122,0.03,0.122,0.3,0,0,0,0,86,-0.11,35,0.1,0.043,-0.23,1086.6909552932361,1095.5451168847628,1097.3145520848402,1096.8710272271583,1086.6909552932361,1091.216269137935,1098.0532762225355,1113.3319559577649
Libero,dps,Pharah,Offense,70,6145,1012,0.75,0.08,0.17,0.579,0.063,0.357,0.264,-0.09,10.15,0,4.59,-0.26,3.22,-0.1,95,0.05,0,0,7.6,-0.36,126,0.135,-0.17,0.063,-0.25,0,0,0,0,97,0.03,47,0.46,0.032,-0.43,1072.6113607999343,1080.3009429202227,1081.9833719972928,1081.552583382772,1072.6113607999343,1070.720517059523,1058.9879051222415,1048.603166573485
Libero,dps,Genji,Offense,111,10635,988,0.62,0.05,0.33,0.446,0.07,0.484,0.217,-0.13,8.12,-0.06,6.71,0.1,3.55,-0.03,97,0.02,0,0,20.9,0.85,213,0.103,-0.21,0.099,0.08,0,0,0,0,99,0.04,36,0.15,0.016,-0.57,955.574731574364,953.5837468399833,954.5429375195532,954.2180189263115,955.574731574364,1009.8263025507939,1005.1916185509239,1008.8129708712297
Effect,dps,Reaper,Offense,57,950,1011,0.33,0,0.67,0.4,0.05,0.55,0.296,0.03,13.26,0.34,10.74,0.53,3.79,0.32,84,-0.11,0,0,60,3.14,20,0.15,-0.09,0.2,1.04,0,0,0,0,107,0.02,33,0.02,0,0,915.0958974061216,909.7567466919305,910.4657947678537,910.1774928737012,915.0958974061216,940.9601637100717,931.1470596647291,942.3778085196585
Effect,dps,Widowmaker,Defense,42,6126,908,0.37,0.03,0.59,0.423,0.062,0.515,0.248,-0.03,10.09,0.13,7.54,0.27,5.19,0.22,81,0,0,0,1.8,-0.75,130,0.208,0.08,0.108,-0.06,0,0,0,0,77,-0.06,4,-0.44,0.25,-0.14,935.3353144902428,852.8747874998127,867.8243875781806,862.2868882046354,935.3353144902428,859.2792542024072,871.6489320167966,869.6618898948601
Effect,dps,Mccree,Offense,67,6325,975,0.5,0.16,0.34,0.52,0.032,0.448,0.288,0.07,11.86,0.26,9.01,0.33,5.03,0.32,70,-0.09,0,0,6.5,-0.36,125,0.16,0,0.152,0.27,0,0,0,0,68,-0.17,27,-0.07,0.122,-0.05,1020.6928561058844,1024.0880514259813,1025.4496454244609,1025.0658217065977,1020.6928561058844,1012.2042601702784,1014.344256503526,1014.4138125888298
Effect,dps,Genji,Offense,111,1086,889,0.13,0,0.87,0.316,0.053,0.632,0.267,0.08,8.84,0.02,9.39,0.54,3.87,0.06,96,0.02,0,0,1.8,-0.84,19,0,0,0.105,0.14,0,0,0,0,100,0.04,30,-0.05,0,0,841.1780263162877,829.724833378095,829.9770993082288,829.7556626906736,841.1780263162877,882.5028201105498,863.5295176169466,889.4012251252352
Effect,dps,Tracer,Offense,151,14481,1023,0.29,0.11,0.6,0.409,0.052,0.538,0.279,0.11,9.53,0.08,6.42,0.11,7.04,0.33,63,-0.12,0,0,4.2,-0.19,286,0.161,0.23,0.098,0.14,0,0,0,0,65,-0.16,13,-0.48,0.107,0.35,923.0156693086038,918.3315945469843,919.0895835670993,918.7941175361684,923.0156693086038,880.8353476501418,898.7435230303927,868.6135398216744
Effect,dps,Soldier: 76,Offense,148,1039,837,0.26,0.21,0.52,0.381,0.095,0.524,0.298,0.26,8.08,0.03,8.66,0.49,4.62,0.3,89,-0.08,0,0,-4.8,-1.65,21,0.143,0.21,0.143,0.52,0,0,0,0,85,-0.12,14,-0.55,0,0,898.3763789453259,891.6542901090392,892.2600184138911,891.9868408084927,898.3763789453259,881.6222288132255,889.854066423353,866.524145655552
Effect,dps,Doomfist,Offense,26,1636,628,0,0,1,0.355,0.097,0.548,0.296,-0.03,9.54,-0.15,8.8,-0.02,4.03,-0.02,129,0.49,0,0,7.4,-0.11,31,0.161,-0.16,0.065,-0.6,0,0,0,0,117,0.25,14,-0.5,0,0,875.4970378937106,866.8825074166615,867.346850771626,867.094369561365,875.4970378937106,786.932311657692,822.7163362390015,782.2498994468364
Mano,tank,Orisa,Tank,18,9096,932,0.7,0.03,0.27,0.574,0.033,0.393,0.09,-0.01,3.3,0.01,5.54,-0.06,2.31,-0.13,141,0.18,0,0,9.3,0.41,183,0.016,-0.63,0.055,-0.21,0,0,0,0,146,0.14,16,-0.17,0.057,-0.45,1068.2114875207776,1038.827009544258,1034.6485502943447,1035.6963765991663,1068.2114875207776,944.6096096976466,942.6565292968439,942.2457028529416
Mano,tank,Winston,Tank,123,12435,1196,0.68,0.06,0.25,0.546,0.05,0.403,0.178,0,7.19,0.17,4.78,-0.23,3.72,0.13,104,-0.04,0,0,18,2,238,0.063,-0.22,0.08,-0.18,0,0,0,0,110,-0.03,26,-0.17,0.082,-0.04,1043.5721971574997,1012.149705106313,1009.8942938204333,1010.2902835284415,1043.5721971574997,1001.0978922362779,1011.261076679326,1035.7128896486442
Mano,off tank,Roadhog,Tank,90,1870,841,0.83,0,0.17,0.579,0.079,0.342,0.12,-0.5,4.81,-0.39,5.45,-0.06,3.85,0.29,93,-0.14,0,0,22.1,4.02,38,0.079,-0.47,0.158,0.8,0,0,0,0,86,-0.24,33,0.15,0,0,1072.6113607999343,1043.5908139081766,1039.0689532361143,1040.2331789332243,1072.6113607999343,1082.3528450097035,1077.424762805295,1075.1983524153752
Mano,Support,Ana,Support,112,1100,1336,0.92,0,0.08,0.522,0.087,0.391,0.102,0.83,2.73,0.51,3.27,-0.41,3.82,-0.07,78,-0.1,0,0,7.8,0.05,23,0.087,2.63,0.087,0.02,0,0,0,0,80,-0.06,34,0.15,0.286,4.3,1022.4528054175471,1102.041731480602,1108.2928536417405,1107.0534810077938,1022.4528054175471,1160.9939679648612,1135.9584318451616,1161.1467794196715
Mano,Support,Lucio,Support,134,5563,1110,0.58,0,0.42,0.547,0.06,0.393,0.076,0.08,2.8,0.17,4.53,-0.17,3.24,0.12,107,-0.1,0,0,13.2,0.89,117,0.026,0,0.034,-0.48,0,0,0,0,114,-0.05,36,0.21,0.033,-0.45,1044.452171813331,1125.860753300196,1136.1236276389905,1133.592748037416,1044.452171813331,1082.803760466318,1084.0134443690276,1077.2115957376254
Nus,Support,Mercy,Support,73,30667,1035,0.7,0,0.3,0.57,0.054,0.377,0.003,-0.53,0.14,-0.47,4.54,-0.09,3.62,-0.03,99,0.03,0,0,5,0.11,632,0,0,0.062,-0.03,0,0,0,0,102,0.13,27,-0.11,0.083,0.28,1064.6915888974522,1147.7742533742223,1161.7279397164602,1158.008873704668,1064.6915888974522,1129.227131221172,1137.4999047198648,1125.2834184615167
Nus,Support,Lucio,Support,134,1447,681,0.6,0,0.4,0.5,0.036,0.464,0.027,-0.61,0.83,-0.65,6.63,0.22,2.9,0,116,-0.02,0,0,33.3,3.76,28,0,0,0.25,2.79,0,0,0,0,115,-0.05,3,-0.91,0,0,1003.0933629892572,1081.0809922793594,1083.8017725241607,1083.6989260217263,1003.0933629892572,1036.7714245071527,1035.4812784918424,1034.1768227897958
Fissure,tank,Winston,Tank,123,9705,1094,0.66,0,0.34,0.495,0.071,0.434,0.193,0.09,6.86,0.12,5.87,-0.05,3.52,0.07,103,-0.05,0,0,16.5,1.75,196,0.097,0.2,0.077,-0.21,0,0,0,0,108,-0.04,37,0.2,0.071,-0.16,998.6934897101005,963.5589005943415,964.8061838143806,964.0148997210492,998.6934897101005,951.1479106635668,965.2976129538322,967.6081581268888
